frame,time_s,elbow_flexion_right,shoulder_abduction_right,knee_flexion_right,elbow_flexion_left,shoulder_abduction_left,knee_flexion_left,trunk_rotation
52,0.14444444444444443,23.90216825250209,77.16401227965946,160.85918234052616,57.288410628754015,24.55393376403851,170.9785348803967,9.281790412990455
53,0.14722222222222223,23.883576359279196,77.19764955295332,160.82541933828,57.286994987893245,24.554398268010146,170.91520125733794,9.326144354403068
54,0.15,23.856811195305017,77.24762304832659,160.81642737182148,57.25538785237161,24.61209184556972,170.7946104807309,9.415771203757377
55,0.1527777777777778,23.859877592810914,77.26218884151098,160.83321598843568,57.26454395415366,24.63428364151588,170.7845995371194,9.460899104787703
56,0.15555555555555556,23.817736215380638,77.2955635344126,160.81100385946712,57.30070762248116,24.63252243657443,170.78005262470018,9.452031335996036
57,0.15833333333333333,23.743542791021326,77.36403939318895,160.77534221526145,57.32038487084292,24.660508043816588,170.73281233433482,9.437012164114643
58,0.16111111111111112,23.737611809984674,77.41098046594385,160.7353083058364,57.31465836258732,24.688438309135044,170.68127678614047,9.44127797248085
59,0.1638888888888889,23.732460341780847,77.36469962418887,160.72269628352126,57.317253146573684,24.661400814056883,170.70763260396865,9.418752865173253
60,0.16666666666666666,23.731643357995672,77.33219458002074,160.69234206631623,57.307022810361104,24.623063260170035,170.7158886016509,9.356945314457334
61,0.16944444444444445,23.742381607485875,77.34592998846763,160.65834489224562,57.26195785967018,24.672335680564146,170.70014679156844,9.346467865639042
62,0.17222222222222222,23.750372250616582,77.38601694351658,160.64813892362142,57.2447562148671,24.689926742746625,170.70266639050791,9.327758427331514
63,0.175,23.725288241741147,77.44134446278436,160.62434607735705,57.25559602292727,24.71407307560774,170.69097005287955,9.28105669541928
64,0.17777777777777778,23.675628734707814,77.46175219158292,160.63158778341162,57.230918303833036,24.7158913260159,170.67083274652373,9.293317772613067
65,0.18055555555555555,23.625614736968668,77.52781916301761,160.62366714281694,57.21277814895625,24.76775641766,170.64801436750182,9.317349651299898
66,0.18333333333333332,23.62775225617701,77.4056014794076,160.6056965874828,57.2072250156602,24.70267512414451,170.59047139843733,9.306988288073601
67,0.18611111111111112,23.59803673340125,77.341043305265,160.61350973713144,57.20519412369389,24.68341411199954,170.5832945946028,9.305379965236634
68,0.18888888888888888,23.557341646899417,77.34479473193828,160.60459835808894,57.193300902863925,24.683314360955183,170.5753347696029,9.291907179029495
69,0.19166666666666668,23.493086884860112,77.37323122282596,160.57673607272778,57.21210315650616,24.690352529156616,170.56156550066925,9.31181824453592
70,0.19444444444444445,23.462409385829684,77.36611499992438,160.5606206741676,57.214583491552034,24.68905990508408,170.5331540363105,9.377776796472396
71,0.19722222222222222,23.437773252125332,77.38440769234363,160.55017576809232,57.222632730087994,24.681454848034598,170.50978532537675,9.448402065373479
72,0.2,23.409943593278435,77.40617076041742,160.5439738292429,57.230422960096895,24.688421382039653,170.4724587398609,9.557266781305819
73,0.20277777777777778,23.411873893805268,77.43151774816862,160.53618160049973,57.23032964879314,24.73859746385717,170.4318075595529,9.576491994382504
74,0.20555555555555555,23.412472077093522,77.33408017561632,160.52724821058385,57.19108903566549,24.717867777056266,170.42652349145763,9.574467747617861
75,0.20833333333333334,23.37870016453614,77.34369954875346,160.5082077444082,57.201703681720204,24.759084041651196,170.36611727820375,9.614017368519908
76,0.2111111111111111,23.35540191700268,77.3873601592991,160.48710084382046,57.25848183252307,24.800407223568065,170.30563352904133,9.682597148145263
77,0.21388888888888888,23.32978183041459,77.42523979090046,160.46829527015697,57.26481438451988,24.810331294420447,170.29873457902343,9.71272037878603
78,0.21666666666666667,23.298188787441934,77.5047071099954,160.4351077640396,57.288994478464744,24.835114007444314,170.24460250808826,9.754823375685763
79,0.21944444444444444,23.257887065384455,77.56691049032848,160.42011159493492,57.29388716045356,24.903179653857205,170.24164353797937,9.736245153576432
80,0.2222222222222222,23.174646963538382,77.62946155761163,160.42100633001698,57.263327018069184,25.00911016140006,170.2129983389337,9.78585353859556
81,0.225,23.065391626316394,77.53970913507621,160.3983219896928,57.26358934005355,24.929105986135994,170.21809303924994,9.759249071384728
82,0.22777777777777777,23.035425144357095,77.52734805028479,160.37720648587592,57.29191586082614,24.899429603428313,170.2029127812836,9.700065142228683
83,0.23055555555555557,23.018584955849786,77.53833647961079,160.35321805727418,57.30276221016851,24.885457105870938,170.19392535663474,9.653821428539493
84,0.23333333333333334,23.046391207512354,77.5486436077961,160.32266246914526,57.30417720295517,24.950113794990752,170.20570790845116,9.652816248334863
85,0.2361111111111111,23.056318016498487,77.5727334693756,160.30768572212253,57.29058411599925,24.979129166414786,170.20847458397122,9.650352157394696
86,0.2388888888888889,23.098884990315153,77.58868490928133,160.29151483506277,57.285983253228295,24.946339621836152,170.24095342471836,9.599379475701316
87,0.24166666666666667,23.200819328921817,77.64555271052352,160.26867667093762,57.300816122501146,24.967395654491597,170.25267840849088,9.59078122819427
88,0.24444444444444444,23.29967998903818,77.5685657047138,160.2401641076838,57.262166724559776,24.911564024962964,170.22329543085257,9.625466613230312
89,0.24722222222222223,23.361368506308228,77.47980339833471,160.24389615104087,57.22038530584385,24.82960832290732,170.16706198441264,9.627373943020602
90,0.25,23.43077560441641,77.48009955753778,160.2157994119542,57.202271681473704,24.84639037379565,170.1208223753374,9.67534433741793
91,0.25277777777777777,23.413336858684758,77.51009907677538,160.1968958822291,57.17806998579311,24.88294828212685,170.1061096671324,9.68234488907631
92,0.25555555555555554,23.34927187370659,77.55481228032184,160.1861472057423,57.163460781607306,24.897364375403757,170.13113228124448,9.675361824566195
93,0.25833333333333336,23.21640050200062,77.62471717088776,160.1835270273639,57.18131933829995,24.937190848979633,170.13572563568871,9.684068527046248
94,0.2611111111111111,23.106643874302172,77.636719518094,160.17746932172943,57.21023939049908,24.95549011578564,170.08918591902176,9.682018069355301
95,0.2638888888888889,23.065748900236777,77.62253123655233,160.16148657957095,57.21238446555557,24.957304478431503,170.09479585921795,9.64617292746246
96,0.26666666666666666,23.015545275702138,77.64027744973393,160.13500659418676,57.203723019413815,24.993669917106047,170.06705810429594,9.629449356822198
97,0.26944444444444443,22.963130282126112,77.65068779397382,160.1197225514625,57.22977624503828,25.035359202118865,170.03399252138883,9.656846374098972
98,0.2722222222222222,22.885257433256193,77.64434676633425,160.0994209662155,57.21748486197075,25.048728215793176,169.9966842512523,9.649707046616694
99,0.275,22.84441068421696,77.80639311109361,160.07459749245982,57.21738065426796,25.189188281645418,170.0366803956986,9.686845955201257
100,0.2777777777777778,22.809419760809824,77.81461931030445,160.04785528483666,57.206316017123726,25.187757209736308,170.005939220059,9.691724604496844
101,0.28055555555555556,22.77494681900131,77.79879164156212,160.02871924995003,57.24373216061927,25.177282896231297,169.95440928058238,9.716612777041275
102,0.2833333333333333,22.721173534002194,77.8021499360844,160.0248442670966,57.26061515260845,25.2085718387421,169.95801320582407,9.676325853025466
103,0.2861111111111111,22.721280879371683,77.79669059569582,160.02325120909558,57.26491359992143,25.224373910633343,169.87719054585193,9.780357465424252
104,0.28888888888888886,22.720294780362153,77.72864995854887,160.01778733265638,57.24229378075083,25.165014714347897,169.86358365054951,9.799284400120778
105,0.2916666666666667,22.673363778763505,77.71520942689362,159.99988702523882,57.25889693701123,25.139070159409915,169.82648909052153,9.830650860549346
106,0.29444444444444445,22.61669778584805,77.72460704579846,159.97880341881114,57.26668659670167,25.151234789797165,169.7853891793195,9.81357014891477
107,0.2972222222222222,22.609892357843286,77.68746340807013,159.95831228437748,57.255907928127215,25.138639812576027,169.76738352118042,9.777940802326057
108,0.3,22.60081022537522,77.69271429752355,159.9166133864071,57.25607779856882,25.124619460036744,169.6867107851269,9.823948081883746
109,0.30277777777777776,22.59308047659134,77.69705956514848,159.88693283576208,57.27157465927528,25.12637146583024,169.65725298112525,9.801695424922638
110,0.3055555555555556,22.541405743274964,77.73975802246325,159.86743769250808,57.27905234839444,25.15651980083877,169.61988255542278,9.795011580239821
111,0.30833333333333335,22.50746483832001,77.78564841602663,159.839059064625,57.23399537100888,25.218104287279182,169.52406305861214,9.788773132716573
112,0.3111111111111111,22.440724492777008,77.7762608298055,159.76330652143673,57.204413156524524,25.246293961034603,169.46369885115033,9.75744387796587
113,0.3138888888888889,22.40866298374253,77.72635696408821,159.73333002262234,57.20752314065541,25.1938841950211,169.40800746223084,9.750826709207198
114,0.31666666666666665,22.383977122870448,77.68447213763092,159.69759536121492,57.215058351594934,25.172836236738995,169.35337884171187,9.753220667010284
115,0.3194444444444444,22.402383091798516,77.68366697493691,159.675703816399,57.22829918917321,25.15572152336137,169.31608661661144,9.757491213537072
116,0.32222222222222224,22.40122767900397,77.68886198763715,159.66092012586864,57.23212709402511,25.133998350984076,169.27519562089367,9.765435456852146
117,0.325,22.376863346881073,77.66852742511368,159.6732919166587,57.27097539584816,25.179714190678656,169.19378233035067,9.829321526081602
118,0.3277777777777778,22.351783877460935,77.71323742975555,159.6602592534623,57.26756963706765,25.216213894565545,169.1412092286299,9.810702062015254
119,0.33055555555555555,22.299014408471074,77.77892840445823,159.63512688129308,57.23087166776713,25.261581343918074,169.06107756364497,9.780311750383438
120,0.3333333333333333,22.293373960691824,77.77954516520558,159.60863610506058,57.21485503485259,25.265382474376263,168.99637118184754,9.775942136984076
121,0.33611111111111114,22.26358664700818,77.77578918912289,159.58717026553333,57.23570589892334,25.259966837517045,168.89819943117163,9.82614035218697
122,0.3388888888888889,22.266376005673763,77.69513010294285,159.58109750862315,57.246533969302796,25.18473995892415,168.84979393050128,9.85516112818738
123,0.3416666666666667,22.256297674955654,77.66537747902419,159.60487173905153,57.23871154654744,25.13144593185995,168.77943901239084,9.895573467798922
124,0.34444444444444444,22.246517569708416,77.68804834153818,159.60807023818327,57.2257997782525,25.140007961526386,168.72335853497822,9.934377832949098
125,0.3472222222222222,22.2705269609309,77.73472060776696,159.58413471494111,57.20019015524108,25.197660599798997,168.61078636168887,9.937378872830621
126,0.35,22.241498128804835,77.74288402558685,159.5458553468368,57.17583537289282,25.210861702898686,168.45866315006924,9.91940936398428
127,0.3527777777777778,22.194442958415095,77.7261016642138,159.53940334350244,57.17527889197304,25.2435181160407,168.36693280766144,9.861266636183498
128,0.35555555555555557,22.146546904282516,77.71334688325231,159.5078405578275,57.153503646718086,25.292282442754615,168.2658658882639,9.818639566932662
129,0.35833333333333334,22.09134409077831,77.71245444694033,159.46711775587718,57.14327718772361,25.284369933855736,168.17225670024385,9.729954205663704
130,0.3611111111111111,22.08605775307918,77.78205169488302,159.45586553728174,57.126954810553194,25.331873140956198,168.08902367788156,9.728251953951649
131,0.3638888888888889,22.071492782067036,77.72507814447175,159.4514880626417,57.13705085747698,25.287928281811755,168.03929429428112,9.70222422480872
132,0.36666666666666664,22.063638245989733,77.68969456557096,159.43921214655748,57.16655365550252,25.271108280087233,167.89456476208196,9.720071780037888
133,0.36944444444444446,22.037561015544078,77.69338383793182,159.40598011260957,57.17753265395832,25.334110839429645,167.71302266215176,9.677551593641187
134,0.37222222222222223,21.987610605441592,77.66742412218896,159.39283361918243,57.17467637614661,25.292810078996446,167.60109419364153,9.681576674191694
135,0.375,21.956309227049903,77.65305344759525,159.39918803993382,57.164171466536054,25.286409394989963,167.4235746326037,9.68088804732084
136,0.37777777777777777,21.943306141851956,77.6786477716053,159.42966927236523,57.155756022105514,25.336385097890087,167.31312821791366,9.721256350872935
137,0.38055555555555554,21.921047591567703,77.71917652549767,159.44643050463637,57.15330572977549,25.359792786707843,167.1389756676601,9.764696608901767
138,0.38333333333333336,21.919707144966974,77.71989708483021,159.42514745135372,57.192598496228186,25.357968313432337,166.9714696907728,9.748474885780764
139,0.3861111111111111,21.914546032011042,77.75742047411083,159.41767193758875,57.21046331104432,25.372519267169537,166.8244177998211,9.680885170004235
140,0.3888888888888889,21.891607301885742,77.7821242136552,159.41507055192943,57.20571334911756,25.3548659837392,166.6910062403257,9.68343215999118
141,0.39166666666666666,21.872384426183523,77.78142427046095,159.39519191372156,57.20859371913343,25.294561779309205,166.45199135962548,9.676034618809602
142,0.39444444444444443,21.853182577774906,77.7711704498459,159.40558345921198,57.21788957670841,25.300159517087188,166.27821609629402,9.736627061799002
143,0.3972222222222222,21.834526137164936,77.75740977169292,159.4198722315818,57.25517649644504,25.316047969163858,166.12053709358065,9.723452299590917
144,0.4,21.885369324208124,77.7713539664009,159.4235107419083,57.25938422356587,25.334660129438532,165.96212870396943,9.76572462174232
145,0.4027777777777778,21.878032421986592,77.79932495725842,159.45242829130623,57.27757814185359,25.318379276601668,165.84261052867942,9.817755376604534
146,0.40555555555555556,21.894388596217482,77.80852322766192,159.43764940319994,57.28032689191225,25.273961384431473,165.67573726455765,9.847067415034449
147,0.4083333333333333,21.87832411195308,77.84252692723136,159.43573982707872,57.30954121426836,25.22625834065222,165.49807789397184,9.86869538089318
148,0.4111111111111111,21.8366785755864,77.90048604112148,159.45838123101814,57.29982618955616,25.209489999348634,165.29076753203182,9.87059801296836
149,0.41388888888888886,21.741780019346272,77.9303198929755,159.47616619938876,57.29727773450771,25.22803711883241,165.21568778746047,9.831683868718935
150,0.4166666666666667,21.633555778905173,77.91492687616503,159.4993277646395,57.28077090910506,25.17385451877601,165.07747493637342,9.833986907581808
151,0.41944444444444445,21.586751159856675,77.95964937232223,159.5050780536816,57.27340052525292,25.175627530030134,164.9053858133596,9.842197219435613
152,0.4222222222222222,21.614019090410054,77.95938512563997,159.53879893231286,57.25122846338838,25.138124436694465,164.69026099925878,9.88560238637796
153,0.425,21.497126879272006,77.99287122947182,159.5512657567391,57.267285521311976,25.1403070993772,164.5308809189719,9.892191577133147
154,0.42777777777777776,21.32731324469349,78.0285081629215,159.5589982312306,57.23785138100286,25.19221553334347,164.39889153103317,9.940279504724788
155,0.4305555555555556,20.98244387098592,78.12396605837993,159.55973295120936,57.22240391489821,25.23061675959584,164.20588586281247,9.980363710398741
156,0.43333333333333335,20.845745940116686,78.20876939577484,159.58411118934217,57.22394161643834,25.250344600832282,163.99229847536097,10.041409436037714
157,0.4361111111111111,20.843889014182704,78.16831811845346,159.58976215697393,57.22978503179374,25.182462602318356,163.8142806908668,10.059815294717033
158,0.4388888888888889,20.8519825754308,78.18797903828973,159.5928977197842,57.222442224799764,25.155435166519744,163.67364623878356,10.060701307697514
159,0.44166666666666665,20.900142696003325,78.22622714356102,159.59693932036004,57.221922481840295,25.120253190857337,163.45789118495313,10.054776115943262
160,0.4444444444444444,20.9655181641498,78.26963847520378,159.59486972962472,57.22091149578032,25.119481861673563,163.30859744454156,10.025913129519514
161,0.44722222222222224,21.051156075338277,78.24146833780118,159.60171615743988,57.21196734078614,25.068882362558465,163.1146999332281,10.056487789841626
162,0.45,21.10334186896285,78.30919050782565,159.60965671439322,57.2241396860866,25.112353313530924,162.8500598489284,10.102975304951018
163,0.4527777777777778,21.102181168781556,78.33721867888184,159.59687405762003,57.216502754479706,25.07725692131487,162.68773462352453,10.094029557774618
164,0.45555555555555555,21.12474426268783,78.3749163292344,159.61345319054095,57.206758915008336,25.079502823791508,162.49109854578262,10.123754670665722
165,0.4583333333333333,21.21175749008368,78.38125870131086,159.62740601857254,57.191192410565556,25.08898634222875,162.23309756529576,10.149912519799905
166,0.46111111111111114,21.32621880646793,78.39460261452501,159.64330387786455,57.198339680946134,25.082869155240484,161.9558976458677,10.203283068357026
167,0.4638888888888889,21.38234976771839,78.4138982235387,159.64053544536003,57.193429111052396,25.042430365155774,161.80739792527407,10.210297056111706
168,0.4666666666666667,21.39973453048001,78.4400285797447,159.6536214958796,57.18754817372411,25.01084525423424,161.5509048423042,10.225373376265859
169,0.46944444444444444,21.375690148541338,78.45774022765822,159.6755105990402,57.20410761267184,25.00828344601397,161.2954313087884,10.267066569649373
170,0.4722222222222222,21.36222279247945,78.49569327171582,159.68278142218173,57.20725124129892,25.03444145447984,161.04505278132552,10.302184880995735
171,0.475,21.37442172697374,78.55094710600301,159.69233768983415,57.19523152029711,25.049693810744778,160.71609895340762,10.328626169966554
172,0.4777777777777778,21.39778925772061,78.58265328943689,159.71918244766985,57.20841583205611,25.053762363811984,160.54155435694116,10.379476891096605
173,0.48055555555555557,21.41066868699319,78.63345430579662,159.74817230010927,57.23511049681844,25.064040799560285,160.27299954883276,10.410272614330534
174,0.48333333333333334,21.44404321260967,78.68016908778043,159.76076910415705,57.22911056066696,25.080244893840597,159.96490964180407,10.399507989646274
175,0.4861111111111111,21.449574009390467,78.6169709646885,159.76685126452756,57.25702947571989,25.019872180214723,159.65427003508032,10.431133933068269
176,0.4888888888888889,21.431818579221023,78.65987846130822,159.7682512203426,57.261511888988764,25.020064535832834,159.42217893016323,10.438604271498038
177,0.49166666666666664,21.417089383909662,78.74927350965905,159.78734068005335,57.301597607105094,25.05417565639288,159.06669186284745,10.488817524707555
178,0.49444444444444446,21.401860109359095,78.78709163385257,159.81260811157512,57.323094302136084,25.051137403841626,158.70180733635095,10.571508109736197
179,0.49722222222222223,21.400354185705098,78.7860959214101,159.82205363353629,57.33201511690979,25.01895417346144,158.31936097262323,10.603908821629942
180,0.5,21.407413678534397,78.80936812643854,159.8340496327834,57.37804628371869,25.034892059934066,157.89807268757838,10.628200865640583
181,0.5027777777777778,21.34512999508355,78.82973568045564,159.85447846903213,57.39485230048614,25.035520145333237,157.6628496356324,10.594110390916546
182,0.5055555555555555,21.325339478880853,78.85740440049057,159.88782365992853,57.416133293600836,25.017581762837995,157.27778479968586,10.615642522598971
183,0.5083333333333333,21.31936395544952,78.8847222974946,159.89341188258183,57.47247379366925,25.021821922135356,156.84272669354698,10.643587289839479
184,0.5111111111111111,21.306869106301285,78.9262726773416,159.87768983092795,57.508192279373915,25.04457872109553,156.46239502592732,10.630696527442169
185,0.5138888888888888,21.302077139486926,78.87215845826952,159.87799071097356,57.53665986180109,24.997170120539394,156.15072932135126,10.628493569257273
186,0.5166666666666667,21.293624932394902,78.85349665468723,159.88257783805184,57.57969845761412,24.990265295183185,155.74582830663286,10.644882537396693
187,0.5194444444444445,21.2764228068985,78.89981807085411,159.89653396165411,57.622784326445256,25.00079159484943,155.34729698463954,10.668359893201245
188,0.5222222222222223,21.235784435717786,78.8697348373503,159.9146498169462,57.64142999752508,24.860040801749783,154.96729012208615,10.668431634457031
189,0.525,21.257588515075685,78.91234578035251,159.9177819702358,57.6563587110827,24.840283382437054,154.53956720343757,10.713345539709902
190,0.5277777777777778,21.25077675373212,78.96004181983541,159.93324835985638,57.688958121172504,24.82393773484715,154.25408955449635,10.718634053271547
191,0.5305555555555556,21.253585077284956,79.02563358618286,159.94293827582905,57.745483362743826,24.832282290685896,153.84413702502542,10.664366560902074
192,0.5333333333333333,21.24754861719497,79.09249000976887,159.9441823269906,57.786403771223426,24.86315253977501,153.36976211458324,10.64300296384555
193,0.5361111111111111,21.261637019948854,79.03891081153368,159.93903186058307,57.81394856786,24.855494589485783,152.92778121849085,10.660689455987471
194,0.5388888888888889,21.330043509479044,79.0647912150211,159.95042846483932,57.84210567044556,24.84526932338909,152.64707382145298,10.645233987246678
195,0.5416666666666666,21.372061572672997,79.09426294849212,159.96695223122117,57.88358380554818,24.83922935856419,152.22925012495764,10.634420400891127
196,0.5444444444444444,21.393570156710037,79.11528909006026,159.9707958650411,57.940278898374416,24.846905919016788,151.8471846308428,10.521073315632409
197,0.5472222222222223,21.36901037619701,79.1695753405362,159.975843942359,57.98449596089645,24.83044748543828,151.4316768034433,10.479877900375067
198,0.55,21.334437410112724,79.2161142039392,159.99086229776748,58.033783461957086,24.81093145923644,151.01014810885724,10.469744386093467
199,0.5527777777777778,21.341168849643495,79.23252067413077,159.99659975196212,58.068005968638765,24.797249636083183,150.6718655516082,10.462526617549756
200,0.5555555555555556,21.362656796822808,79.28572497615002,160.0044730395212,58.1030535908698,24.78642975981823,150.21486820725653,10.441829674174564
201,0.5583333333333333,21.36841024838416,79.32958997670084,160.02565787783516,58.154192583281166,24.765182144744763,149.7567164058857,10.456436207938827
202,0.5611111111111111,21.41676915810324,79.51188109599413,160.03231351571037,58.18311349043668,24.790749325102308,149.28430777795157,10.453186287992441
203,0.5638888888888889,21.421526181486733,79.47293216454482,160.0392315498779,58.211457345168974,24.75018420065152,148.91343769715348,10.451240973391554
204,0.5666666666666667,21.43918687591188,79.5027900996159,160.04920099827459,58.2393205751069,24.71675407612046,148.4152866368058,10.468854463700229
205,0.5694444444444444,21.45492406955149,79.5521198345781,160.07832855115214,58.25862578660927,24.705835934785565,147.99072980010445,10.49466261291535
206,0.5722222222222222,21.476242903155736,79.58930919478114,160.08931916892462,58.27186724044222,24.70769893165361,147.48371694481784,10.399891988177176
207,0.575,21.491307736185444,79.62147386780673,160.09327947782756,58.31196351273437,24.70425096781693,147.04806973111914,10.344557915359486
