frame,time_s,elbow_flexion_right,shoulder_abduction_right,knee_flexion_right,elbow_flexion_left,shoulder_abduction_left,knee_flexion_left,trunk_rotation
0,0.0,23.07739768756327,74.95690719801871,163.3082527379108,56.8156386077085,25.714211425056202,172.88357850650482,9.530000669878964
1,0.002777777777777778,23.099951448659933,75.00856307691859,163.2723958654414,56.82618722707803,25.563815957966224,172.85597255690686,9.554088640006624
2,0.005555555555555556,23.151070531892106,75.10847786140123,163.19831866624057,56.85226834243468,25.439189381909546,172.87209457853538,9.523906988799542
3,0.008333333333333333,23.210838161598236,75.21208579271486,163.1193986484395,56.90349341114457,25.434411021721242,172.82179856057257,9.40725057371485
4,0.011111111111111112,23.27342605855656,75.28876212843986,163.03413134174775,56.93459608365973,25.425847198543277,172.7574261458355,9.385749474654414
5,0.013888888888888888,23.28322159062366,75.34711100574762,162.97905589278633,56.90358700810713,25.395561738696816,172.71586860176464,9.400723903761717
6,0.016666666666666666,23.35982074836883,75.4140389174604,162.88273664277185,56.914943817337814,25.328985890957647,172.6217819920915,9.417183256035113
7,0.019444444444444445,23.432575711796083,75.51068979126153,162.79611305437467,56.995585717707385,25.321273214265272,172.55295304223114,9.39115970697359
8,0.022222222222222223,23.473861365667585,75.58635823085947,162.7366665612496,57.00338127350027,25.282824980779566,172.5110163204833,9.455518141448607
9,0.025,23.57813085968672,75.66141210867845,162.66549079008067,57.12923579713978,25.267432353673236,172.4056918785633,9.547585861681846
10,0.027777777777777776,23.61833021814102,75.69887195651344,162.6119334349072,57.176177630156246,25.23014320532394,172.37145382821984,9.587061864238143
11,0.030555555555555555,23.65177217912473,75.79461144852385,162.52839234933964,57.07290083167628,25.17111865872676,172.3203595657767,9.51897440316299
12,0.03333333333333333,23.763534922630875,75.82878826034054,162.47999040020537,57.082222324747626,25.15060458644665,172.25023241259746,9.493813273474677
13,0.03611111111111111,23.82438811687458,75.84864891976211,162.45921554494427,57.074035274378566,25.202558353010154,172.1807937175621,9.409388312680262
14,0.03888888888888889,23.874313840698008,75.93700923264682,162.40481786536867,57.06915682857421,25.193420707659087,172.16459168525955,9.365484371271569
15,0.041666666666666664,23.91480958271117,75.97481286123607,162.32384064595433,57.11510036722948,25.14462501379764,172.14220735460216,9.286113017610854
16,0.044444444444444446,23.994792228583503,76.10931708866075,162.2422020213881,57.15755765845096,25.16852893290354,172.0716220800263,9.30700715601877
17,0.04722222222222222,24.041558612939067,76.27435785778918,162.2026668646575,57.22518913468852,25.233374539499902,172.0680250594839,9.331757861275726
18,0.05,24.07225650757725,76.38774712629024,162.1416874066285,57.32348508609742,25.208922515342838,172.01236262129473,9.32952123717413
19,0.05277777777777778,24.07556329984933,76.36334554973182,162.1053061597922,57.35163411279928,25.11347218008635,171.99560661765491,9.368711058986154
20,0.05555555555555555,24.093455482574715,76.48926708290531,162.05647821231787,57.34067170081539,25.09087291978604,171.94787759209677,9.425865155873867
21,0.058333333333333334,24.155873914109517,76.61833606966839,162.00474428500965,57.32576671829882,25.104090606830525,171.88372646086916,9.439427962027132
22,0.06111111111111111,24.131865113976946,76.5919840863638,161.9460772913723,57.315872164565036,25.0389247640572,171.86309491668436,9.374374591298352
23,0.06388888888888888,24.16117067673143,76.6048744074713,161.89923370784098,57.3043574763261,24.994178207970748,171.83200006933922,9.354750719380155
24,0.06666666666666667,24.107510348915415,76.66424665601431,161.85437019768545,57.301584310632705,24.969813737896473,171.68459329717805,9.44569525139882
25,0.06944444444444445,24.011356884579403,76.68284068449678,161.82936677035633,57.32743070964131,24.920631604941253,171.6044256533224,9.553843082067417
26,0.07222222222222222,23.97802423682972,76.70635480763771,161.8183951506304,57.337430196278554,24.87483624369595,171.606709274416,9.557718759162995
27,0.075,23.98643525112959,76.7391531464653,161.7697803543927,57.32798817900003,24.901717638633606,171.58147701796105,9.504452241004861
28,0.07777777777777778,24.05417147242258,76.78268479353964,161.75804956646434,57.34444747864619,24.834109420996594,171.59783858263611,9.460688844895795
29,0.08055555555555556,24.04195480933007,76.78729679282252,161.7416160463029,57.370974781977814,24.788936352518334,171.58108550263762,9.453607166438278
30,0.08333333333333333,24.037578448015836,76.82008978953382,161.729429096621,57.38217497239797,24.75345154717409,171.43502200952295,9.517332361671219
31,0.08611111111111111,24.03114079417587,76.87745261067826,161.69685315225806,57.385911755884415,24.745952172566028,171.38270205428745,9.557135098133557
32,0.08888888888888889,24.03958654401737,76.96402882290091,161.6641312284218,57.41523362978524,24.768352488474157,171.36648196925077,9.562323876843665
33,0.09166666666666666,24.056223598286675,77.10204072737612,161.62670778333955,57.42146303040911,24.900976453221805,171.34067829088318,9.633042079080013
34,0.09444444444444444,24.09674287574442,77.09598386903582,161.59155710567995,57.41600045932983,24.89226733532202,171.3124424763204,9.690408785997318
35,0.09722222222222222,24.10368383350685,77.1068380623366,161.56015337275392,57.41178119591476,24.86968748957155,171.3252549400766,9.71177825366806
36,0.1,24.097190278118827,77.12831564122784,161.53743149876675,57.39275013819528,24.869068031797223,171.27369765678586,9.767240358069799
37,0.10277777777777777,24.097789045755945,77.13100384582515,161.4904178766133,57.35946781821907,24.876133370183226,171.24271249248153,9.769492946162469
38,0.10555555555555556,24.066842758356596,77.16593277033263,161.4129084598917,57.357695266351534,24.87623421759576,171.17851691407765,9.778269875306941
39,0.10833333333333334,23.999588532903307,77.20698284249607,161.35697992413307,57.34958952239708,24.931869310833743,171.05599995138715,9.804507625101012
40,0.1111111111111111,23.9953649331207,77.14519793606414,161.32087021753514,57.33586427129217,24.87482833193883,171.0227582722533,9.79677806053666
41,0.11388888888888889,23.995365327771207,77.11837697218542,161.3173915742807,57.36077846500775,24.82765483013806,171.02196129513248,9.811581397005392
42,0.11666666666666667,24.00963756438774,77.0748790150199,161.26651381048254,57.3919109052563,24.764565006397614,171.00102039134296,9.827855986606798
43,0.11944444444444445,23.99029501589507,77.0654731841415,161.19423250609663,57.3725086914653,24.731796221810892,170.91220453988012,9.891981686638344
44,0.12222222222222222,23.973619592979457,77.04701579468227,161.14549181200545,57.38007473333804,24.70113338411542,170.81046213393208,10.04581626624143
45,0.125,23.985498673942526,77.0982038596858,161.10896403722307,57.384816835237466,24.759389247184917,170.70998403624748,10.157618295210154
46,0.12777777777777777,23.980911652576385,77.06577235262145,161.09363749577844,57.39000081946113,24.714106656793522,170.6667197294342,10.212334447467725
47,0.13055555555555556,23.966477846125226,76.96157551861982,161.05480344064384,57.36957897832071,24.548828160942477,170.61239089445377,10.27344664093368
48,0.13333333333333333,23.970413697360588,76.93739724073168,161.00813078261416,57.31194648651922,24.5533779893947,170.95032174020736,9.58453481207646
49,0.1361111111111111,23.94577485960672,77.11267980530347,160.95336518632573,57.29778956541933,24.646958786810973,171.21102198601344,9.042911475836664
50,0.1388888888888889,23.926966792490763,77.12256632091994,160.93158902249507,57.27488146249394,24.616327795601823,171.1527001775363,9.093229714501742
51,0.14166666666666666,23.91812250245923,77.13588178338289,160.89202447247905,57.27906954855072,24.569904364993853,171.04418384020582,9.187724521188704
