frame,time_s,elbow_flexion_right,shoulder_abduction_right,knee_flexion_right,trunk_rotation
0,0.0,67.59289890157334,29.77607919680521,144.17363196042766,1.3293903803076952
1,0.002777777777777778,67.60722897804979,29.757012203341077,144.03168351909287,1.2232946390849728
2,0.005555555555555556,67.62648579964954,29.705149241458667,143.91719319028203,1.1064733109028373
3,0.008333333333333333,67.6275205006845,29.69504366482641,143.9048187911339,1.0390179702228388
4,0.011111111111111112,67.62374357027949,29.68428208515146,143.88006176770608,0.9306145619238225
5,0.013888888888888888,67.58140866487767,29.66743649580043,143.82437119226307,0.8329611245629791
6,0.016666666666666666,67.56470816138409,29.64840570222357,143.83264946239913,0.7764853035476602
7,0.019444444444444445,67.52861950501463,29.63538420861766,143.88370766750387,0.7312993801718742
8,0.022222222222222223,67.55082325135028,29.640524759764794,143.97838083382118,0.6781663011699467
9,0.025,67.55570972494063,29.604832607448635,144.09116213474934,0.6162272385965947
10,0.027777777777777776,67.53245053941058,29.60379210746014,144.2858730521069,0.533310033833817
11,0.030555555555555555,67.50807438635042,29.607074856695437,144.4730295487323,0.4553197140878766
12,0.03333333333333333,67.52537154641777,29.592133201150915,144.61484573222216,0.4146206617388261
13,0.03611111111111111,67.52705680209635,29.569423454164248,144.87358333793438,0.37957554027679535
14,0.03888888888888889,67.52366417459238,29.553101913029007,145.17236151616396,0.3935333072772466
15,0.041666666666666664,67.45214365860802,29.56276036673745,145.4852954086253,0.34210186699842626
16,0.044444444444444446,67.42632730857598,29.56269655673745,145.71800823167396,0.2653238509791609
17,0.04722222222222222,67.37036801267365,29.548359412942723,146.13561318303945,0.13948768180008933
18,0.05,67.36177819670976,29.551265324798305,146.5846371756146,0.007472519997251453
19,0.05277777777777778,67.3642965401263,29.529323076375306,147.10328969033367,0.061654292460267324
20,0.05555555555555555,67.3845756374269,29.529670905654264,147.60519360940265,0.11140750137529701
21,0.058333333333333334,67.37769509824352,29.52371394003087,147.9280016917982,0.11992754638629428
22,0.06111111111111111,67.34434143367777,29.539026718582832,148.36335246539628,0.16759723225787537
23,0.06388888888888888,67.29975464540908,29.54844215316814,148.8437450933131,0.22574378048930838
24,0.06666666666666667,67.27713940070964,29.54068859575751,149.32885216432166,0.2709532991957663
25,0.06944444444444445,67.22125645179787,29.53185668023182,149.64234010426264,0.3063641080311173
26,0.07222222222222222,67.20982693757716,29.516530197394392,150.0997607699339,0.37568420711814404
27,0.075,67.20401177846756,29.5090961540694,150.53501379059796,0.40482410956796366
28,0.07777777777777778,67.13259008355628,29.50594415243223,150.95546856492186,0.44363341165747633
29,0.08055555555555556,67.15261174459481,29.518237692102726,151.30698294607012,0.4749192591260299
30,0.08333333333333333,67.14283206840844,29.520584089885492,151.5202829942793,0.4961593707271373
31,0.08611111111111111,67.11015244147808,29.494175352162856,151.78103104234737,0.562537378231144
32,0.08888888888888889,67.07604893040725,29.442813736637678,152.0237514663212,0.5885343088540474
33,0.09166666666666666,67.01054297024079,29.35968874411153,152.22638614226608,0.6029818623862774
34,0.09444444444444444,66.94133911767787,29.314109440598028,152.33187475314978,0.6060954873388199
35,0.09722222222222222,66.91873244105106,29.250319861258397,152.44641262618444,0.6134906026708925
36,0.1,66.90846632489325,29.270194071434066,152.5662032262394,0.6215555685117773
37,0.10277777777777777,66.8875280191589,29.231998405725353,152.67153421900738,0.6238615396603239
38,0.10555555555555556,66.87091578198049,29.18382186615639,152.7329792834945,0.6093341076702303
39,0.10833333333333334,66.84833615546296,29.151589903061467,152.76945300437936,0.59328235430103
40,0.1111111111111111,66.80051062786447,29.104610948837863,152.82421517152434,0.582560319107734
41,0.11388888888888889,66.72811397968917,29.06327702102136,152.84145832416561,0.5810706099445023
42,0.11666666666666667,66.68320309430868,29.02690968141261,152.82782766143816,0.5898413477365149
43,0.11944444444444445,66.65171982379876,28.977702191845214,152.81318807247823,0.5832109494698426
44,0.12222222222222222,66.62674024006692,28.881902000902805,152.7616110157307,0.5701942269366693
45,0.125,66.59650290992519,28.788914076643255,152.69611245605856,0.5239628438979943
46,0.12777777777777777,66.54986070821502,28.71264336653706,152.60901938336045,0.48790105026763897
47,0.13055555555555556,66.48668967665184,28.656101173828045,152.51661795970196,0.41689408897193525
48,0.13333333333333333,66.43389188638488,28.606708699740484,152.45225166616663,0.3865459562169356
49,0.1361111111111111,66.38495417686565,28.520156790920684,152.34978563989327,0.3236462294162234
50,0.1388888888888889,66.36698280992101,28.437074213895436,152.22171258518318,0.2989359698901538
51,0.14166666666666666,66.3344495912436,28.350780497645996,152.0921736167787,0.2661390884924502
52,0.14444444444444443,66.30259623280809,28.29959957129949,151.98109180453218,0.2266078954915586
53,0.14722222222222223,66.23361477616396,28.235041779121495,151.8085389258252,0.14356383229075897
54,0.15,66.10751848645833,28.158979548241003,151.635328902908,0.07801224446449977
55,0.1527777777777778,66.06092548123652,28.071987721020637,151.48512434384403,0.06201871411061798
56,0.15555555555555556,66.0385811922062,27.98627622440203,151.33454326929058,0.0180825684267555
57,0.15833333333333333,66.02276190200918,27.940259000910423,151.2149121264276,0.041598754698110474
58,0.16111111111111112,65.92899843272282,27.897115208651723,151.03200055656941,0.1134409804544496
59,0.1638888888888889,65.89867100651531,27.831106726040836,150.85499129973505,0.1581103380328836
60,0.16666666666666666,65.90331115923077,27.757686432767038,150.68043529829944,0.19059307261395722
61,0.16944444444444445,65.88677556399888,27.709503838689884,150.55686252076535,0.21392035628126554
62,0.17222222222222222,65.85748087037433,27.65745358028748,150.37812636368997,0.2649338038709399
63,0.175,65.82918369497547,27.613711938743567,150.21730759497467,0.3259622786597009
64,0.17777777777777778,65.80323030283736,27.572968581094084,150.07297608976242,0.3721045902186499
65,0.18055555555555555,65.78961130546388,27.5150219187186,149.9348543846324,0.41248137168093396
66,0.18333333333333332,65.74421087704287,27.485182312577567,149.83061739113413,0.4380489317414484
67,0.18611111111111112,65.72231014931876,27.47388343736426,149.68905463692718,0.5269422703223129
68,0.18888888888888888,65.71119265111368,27.44526811047832,149.5758184858188,0.6230751849597379
69,0.19166666666666668,65.63223226143519,27.37201251777877,149.4842225478967,0.7183435445187663
70,0.19444444444444445,65.62772439595918,27.345723848104154,149.42703362955967,0.7838084613559507
71,0.19722222222222222,65.64172030815615,27.315504864339236,149.3280666056006,0.8888401434384335
72,0.2,65.63731841251048,27.2776103502032,149.23596458243128,0.9205431410413397
73,0.20277777777777778,65.61529644404216,27.256811353947988,149.17318425325095,0.9671690044048501
74,0.20555555555555555,65.6166088949004,27.234706548210163,149.12357655693012,1.0575932870056792
75,0.20833333333333334,65.60923486042795,27.213720115874533,149.0856197559428,1.1287708213544332
76,0.2111111111111111,65.72124913894159,27.177747652126374,149.04992868397576,1.2686434208349926
77,0.21388888888888888,65.71752353810014,27.14955537984546,149.0317929978013,1.4074381729682197
78,0.21666666666666667,65.70674172097482,27.117153083613182,149.03046060839463,1.516094301666526
79,0.21944444444444444,65.68708024794476,27.08586135102212,148.99928182321565,1.55606565595353
80,0.2222222222222222,65.6366274511135,27.049759111478995,148.94431994602058,1.6287995882183879
81,0.225,65.5721712549995,27.01469640415346,148.9170640645057,1.716799864669347
82,0.22777777777777777,65.50967073396198,26.983124208728672,148.9271906137082,1.811708330755917
83,0.23055555555555557,65.4689792632012,26.94471890932241,148.9387603548081,1.9030776999724084
84,0.23333333333333334,65.42513318848924,26.927892500272353,148.94860363982096,2.0269075742004397
85,0.2361111111111111,65.39406921663623,26.863106413180756,148.95211778722816,2.1821568228599784
86,0.2388888888888889,65.32333890040337,26.806830103340275,148.98182596712337,2.2872585545568236
87,0.24166666666666667,65.25796603860014,26.754075613129014,149.01573161327275,2.4100412821201584
88,0.24444444444444444,65.22296984435205,26.716597425575834,149.05627135661837,2.5079148062307977
89,0.24722222222222223,65.14474772212644,26.656196704052164,149.11101015601938,2.579743728373428
90,0.25,65.07858758864771,26.607541684810972,149.17351607253914,2.7442778024427184
91,0.25277777777777777,64.99281767772746,26.546250010442225,149.194555444591,2.886287413597399
92,0.25555555555555554,64.93337493677976,26.468296879017927,149.22939038937278,3.042810361216349
93,0.25833333333333336,64.89017259477305,26.44167029149895,149.3011957384304,3.1474788864130305
94,0.2611111111111111,64.81722475176696,26.37516202543896,149.36948187583516,3.313643308793334
95,0.2638888888888889,64.76576482235599,26.269805796357325,149.43188229641314,3.376115114009434
96,0.26666666666666666,64.71817448906671,26.213428143815758,149.5262719536331,3.529192563248725
97,0.26944444444444443,64.68270289566469,26.195883939790466,149.61224606056533,3.599117836047551
98,0.2722222222222222,64.77661962266686,26.136156942587377,149.7471338789426,3.6419367150523887
99,0.275,64.75292270349308,26.066028939808145,149.90267420338537,3.695930319664367
100,0.2777777777777778,64.59882207349568,25.988882798578544,150.11364686738412,3.8445636696813827
101,0.28055555555555556,64.56848542830264,25.93140837232627,150.32734919688997,3.9490812852741723
102,0.2833333333333333,64.55948360707906,25.87794301253918,150.46791866833883,3.991704164739399
103,0.2861111111111111,64.51501188661678,25.77714654395005,150.69177216698517,4.1663075221549475
104,0.28888888888888886,64.48039675544985,25.70131009982878,150.9214211740894,4.268174801391132
105,0.2916666666666667,64.44983191432912,25.881463013881334,151.2103842875847,4.357658957198955
106,0.29444444444444445,64.44220106188634,25.842063752582416,151.39399163306044,4.448118217265799
107,0.2972222222222222,64.42702674760436,25.80951050983154,151.6747456555049,4.5590933181037645
108,0.3,64.38902677783884,25.76508190135099,151.921124460378,4.622726088223223
109,0.30277777777777776,64.3266933439123,25.735470795205725,152.2036061170383,4.681590877687807
110,0.3055555555555556,64.29942947357382,25.686856516999665,152.51623757721578,4.826667600121782
111,0.30833333333333335,64.2943698613221,25.633775364570383,152.6657550225101,4.891686129708423
112,0.3111111111111111,64.21177745577207,25.58431024081171,152.87516841162542,4.946858444985995
113,0.3138888888888889,64.11458685598969,25.546544085828604,153.1574571804399,4.971787617363075
114,0.31666666666666665,64.09359961178238,25.358898475040665,153.40023937793114,4.998516420482944
115,0.3194444444444444,64.0341658243615,25.294475044875973,153.5494053031701,5.054794255103846
116,0.32222222222222224,63.95056034630017,25.163925835574965,153.74073369640465,5.081288274624267
117,0.325,63.93246298636686,25.020511882456425,153.93059845941355,5.093292549279497
118,0.3277777777777778,63.81206881213555,24.946738463281907,154.13394084544183,5.080452239943034
119,0.33055555555555555,63.72299389975934,24.940473060924433,154.3195358798015,5.097746257389545
120,0.3333333333333333,63.66175240009964,24.93899797446978,154.43854100329776,5.09656053356255
121,0.33611111111111114,63.560201646840255,24.901012801865097,154.5558527853298,5.092945170920809
122,0.3388888888888889,63.477656013239034,24.891719847354445,154.62390093121428,5.05362831274889
123,0.3416666666666667,63.31124097635786,24.822963821598762,154.64622166248154,5.034524796606932
124,0.34444444444444444,63.252182726221506,24.7758234978921,154.6507072520909,5.026102754957579
125,0.3472222222222222,63.11630204242832,24.778177440095078,154.66678465100748,4.975808270816863
126,0.35,63.007830038779275,24.764562460029417,154.67913038082986,4.916108650194102
127,0.3527777777777778,62.87635614585693,24.71025897908434,154.6774201626214,4.8308136360996
128,0.35555555555555557,62.726832166354455,24.708126585981557,154.64443051622794,4.76447721369783
129,0.35833333333333334,62.645142344965834,24.65784856218711,154.6152744630347,4.725448251405776
130,0.3611111111111111,62.529680423820395,24.58663691538239,154.54823396871615,4.637407327774697
131,0.3638888888888889,62.38123763405648,24.546596645637877,154.48766503868364,4.555096108661492
132,0.36666666666666664,62.29104630341233,24.506120434164867,154.4113319818421,4.438441573847757
133,0.36944444444444446,62.1831387901166,24.47469041778044,154.3284500551853,4.300418812835285
134,0.37222222222222223,62.034943238031246,24.415911541029725,154.22966411969145,4.133487347184137
135,0.375,61.85808923410109,24.38521125097481,154.17603201016559,4.082162654989831
136,0.37777777777777777,61.759351555899464,24.335631148227897,154.1373132603842,3.995356093738137
137,0.38055555555555554,61.66709367505235,24.276033496396412,154.16626814529602,3.8812489426755694
138,0.38333333333333336,61.52746872372273,24.25026569199981,154.16149549179826,3.7978474948215846
139,0.3861111111111111,61.40733265029591,24.239336010821496,154.1611637636413,3.7265967694884266
140,0.3888888888888889,61.28164217039254,24.198651061946695,154.18443168677794,3.6304939737555264
141,0.39166666666666666,61.19579792580678,24.128200652475716,154.26675045833207,3.623544331614976
142,0.39444444444444443,61.09463265434377,24.067398012130173,154.33596463729197,3.5950892232837783
143,0.3972222222222222,60.98022830850951,24.019390613147483,154.43672203490058,3.5135387848789534
144,0.4,60.8707622597248,23.953430563492592,154.59025148889762,3.4763126952888173
145,0.4027777777777778,60.75215521420654,23.889831190875697,154.76333038461553,3.4450700465904776
146,0.40555555555555556,60.6539734932044,23.831086796340593,154.90941940960508,3.4039751811154213
147,0.4083333333333333,60.556798825259335,23.81107302168898,155.06579515455743,3.411041491831496
